item_id	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary	i_Drama	i_Fantasy	i_Film-Noir	i_Horror	i_Musical	i_Mystery	i_Romance	i_Sci-Fi	i_Thriller	i_War	i_Western	i_Other	i_year
328	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	13
330	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
331	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
332	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
333	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
334	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
335	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
336	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
337	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11
338	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
339	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
340	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
341	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	12
342	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
343	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
344	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	12
345	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
346	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
347	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	12
348	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
349	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
350	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
351	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
352	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
353	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
354	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
355	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12
356	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
357	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12
358	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12
359	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
360	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
361	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
362	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
363	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10
365	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
366	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
367	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
368	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	12
369	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
370	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
371	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
373	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	12
374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
376	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
377	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
378	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
379	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
380	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	12
381	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
382	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	12
383	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
384	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
385	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
386	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
387	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
388	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
389	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13
390	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
391	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
393	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
394	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	13
395	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
397	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
398	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
399	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
400	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
401	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
402	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
404	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
406	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
407	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
408	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
410	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
411	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
412	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	11
414	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	11
415	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
416	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
417	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
418	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11
419	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
420	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
421	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11
422	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11
423	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12
424	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
425	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
426	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
427	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11
428	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
429	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11
430	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
431	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11
432	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
433	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
434	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
435	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
436	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
437	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
438	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	11
439	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
440	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
441	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	11
442	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
443	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
444	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
445	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	11
446	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
447	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
448	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
449	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
450	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	11
451	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	11
452	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	11
453	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11
454	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
455	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
456	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
457	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
458	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
459	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
460	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12
461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
462	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
463	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
464	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
465	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
466	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
467	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11
468	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	11
469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
470	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
471	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
472	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
473	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
474	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12
475	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
476	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
478	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
479	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11
480	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	11
481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14
482	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
483	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
484	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11
485	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
486	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11
487	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
488	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
489	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
490	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
491	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12
492	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
493	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
494	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
495	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
496	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
497	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
498	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
499	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	12
500	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12
501	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
502	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
503	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	12
504	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	11
505	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	11
507	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
508	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	11
509	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
510	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
511	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
512	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
513	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
514	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	11
515	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
516	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
518	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
519	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	12
520	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
521	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	11
522	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
523	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
524	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
525	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
526	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11
527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
528	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6
529	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
530	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	11
531	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
532	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
533	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11
534	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
535	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
536	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
537	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
538	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11
539	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11
541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
542	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	11
543	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11
544	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
545	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12
546	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
547	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
549	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
550	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
551	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
552	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10
553	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12
554	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
555	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
556	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
557	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
558	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
559	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
560	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
561	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
562	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
563	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
564	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
565	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	11
566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11
567	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
568	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13
569	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
570	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
571	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
572	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
573	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
574	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	8
575	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10
576	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9
577	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	8
578	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
579	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	7
580	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	9
581	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
582	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9
583	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
584	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8
585	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4
587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
588	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
589	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
590	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
591	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14
592	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13
593	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
594	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	14
595	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
596	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6
597	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	14
598	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
599	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14
600	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12
601	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
602	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
603	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
604	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14
605	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
606	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
608	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
609	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
610	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	13
611	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
612	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	14
613	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14
614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13
615	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
616	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
617	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
618	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
619	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13
620	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
621	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	14
622	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
623	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
624	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
625	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
626	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
627	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	14
628	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14
629	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
630	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
631	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
632	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13
633	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14
634	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
635	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
636	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12
637	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
638	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4
639	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
640	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14
641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14
642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
643	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13
645	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14
646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
647	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
648	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
649	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
650	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14
651	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
652	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14
653	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
654	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	11
655	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4
657	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
